customer_id,channel,campaign,cac,conversion_date,cost_per_click,impressions,clicks
202,Google Ads,Cold Outbound,382.44,2022-03-27,16.63,26690,126
203,Organic,Retargeting Wave,141.5,2022-03-28,17.69,34111,261
204,Organic,Retargeting Wave,166.58,2022-03-28,16.66,24739,949
205,Organic,Retargeting Wave,126.76,2022-03-30,9.05,46574,826
206,Referral,Partner Referral,85.09,2022-03-30,7.74,7183,678
207,Google Ads,End of Year Push,244.97,2022-03-30,12.25,5489,232
208,Meta Ads,Brand Awareness Q1,203.29,2022-03-30,11.29,22893,745
209,LinkedIn,Inbound SEO,544.36,2022-03-30,34.02,11998,1568
210,Google Ads,Partner Referral,395.16,2022-03-31,16.46,49852,573
211,Direct,End of Year Push,194.31,2022-03-31,8.45,30127,233
212,Email,End of Year Push,108.42,2022-04-01,6.38,44845,608
213,LinkedIn,Inbound SEO,560.17,2022-04-02,29.48,44708,890
214,Referral,End of Year Push,82.01,2022-04-02,10.25,6151,239
215,LinkedIn,Product Launch,594.78,2022-04-02,49.56,33041,1638
216,Organic,Partner Referral,133.23,2022-04-03,5.79,18001,1456
217,Organic,Cold Outbound,125.94,2022-04-03,9.0,26096,1683
218,Meta Ads,Brand Awareness Q1,254.91,2022-04-03,14.16,45010,1342
219,Meta Ads,End of Year Push,317.18,2022-04-03,19.82,2425,1649
220,LinkedIn,Partner Referral,650.76,2022-04-03,34.25,2672,1163
221,Organic,Retargeting Wave,131.34,2022-04-04,16.42,16264,613
222,Referral,Retargeting Wave,123.99,2022-04-04,8.86,49357,1020
223,Referral,Partner Referral,82.37,2022-04-05,6.34,32416,1950
224,Meta Ads,Inbound SEO,279.75,2022-04-05,25.43,20480,1711
225,Organic,Retargeting Wave,177.28,2022-04-05,10.43,40677,1583
226,Google Ads,Retargeting Wave,332.17,2022-04-05,27.68,6040,1569
227,Referral,Inbound SEO,113.32,2022-04-05,5.4,9047,1022
228,Google Ads,Brand Awareness Q1,320.08,2022-04-07,29.1,27691,1955
229,LinkedIn,Summer Growth,798.62,2022-04-07,36.3,13914,604
230,Google Ads,Retargeting Wave,332.79,2022-04-08,18.49,38843,427
231,Organic,Partner Referral,160.45,2022-04-08,11.46,36597,516
232,Referral,Cold Outbound,109.58,2022-04-08,10.96,45513,1449
233,Referral,Cold Outbound,83.71,2022-04-08,10.46,30982,1189
234,Direct,Retargeting Wave,110.34,2022-04-09,6.13,29891,879
235,Direct,End of Year Push,173.77,2022-04-09,19.31,18232,1839
236,Email,Retargeting Wave,116.79,2022-04-09,4.67,18970,234
237,LinkedIn,Product Launch,748.62,2022-04-09,49.91,21037,1511
238,Google Ads,End of Year Push,263.96,2022-04-10,18.85,32179,396
239,LinkedIn,Inbound SEO,733.39,2022-04-10,36.67,43651,1057
240,Meta Ads,End of Year Push,257.67,2022-04-10,28.63,9578,899
241,Referral,Cold Outbound,106.48,2022-04-10,4.63,6782,1745
242,Organic,Product Launch,151.06,2022-04-11,15.11,34885,1822
243,Email,Brand Awareness Q1,88.12,2022-04-11,3.67,39462,618
244,Organic,Brand Awareness Q1,163.29,2022-04-12,7.1,48191,1231
245,Organic,Summer Growth,179.33,2022-04-12,17.93,20206,1960
246,Google Ads,Summer Growth,280.73,2022-04-12,25.52,38676,1803
247,Meta Ads,Cold Outbound,188.45,2022-04-12,9.92,20385,403
248,LinkedIn,Cold Outbound,555.69,2022-04-13,39.69,48450,1715
249,Referral,Inbound SEO,116.13,2022-04-13,8.93,16305,1067
250,Email,Retargeting Wave,100.15,2022-04-13,4.01,44716,1767
251,Email,Brand Awareness Q1,89.73,2022-04-14,9.97,31220,1197
252,Meta Ads,Product Launch,196.94,2022-04-15,10.94,16376,403
253,Google Ads,Summer Growth,255.17,2022-04-15,10.21,2518,1177
254,Direct,Partner Referral,175.5,2022-04-15,7.63,37970,1249
255,Organic,Partner Referral,144.55,2022-04-15,6.88,48211,89
256,Organic,End of Year Push,145.82,2022-04-15,5.83,14590,1747
257,Meta Ads,Cold Outbound,319.64,2022-04-15,31.96,27361,679
258,Google Ads,Product Launch,372.04,2022-04-16,33.82,47507,52
259,Referral,Cold Outbound,93.22,2022-04-16,11.65,49603,1265
260,Referral,Brand Awareness Q1,81.48,2022-04-16,5.43,32443,1115
261,Referral,Partner Referral,116.94,2022-04-17,5.57,49747,1703
262,Direct,Brand Awareness Q1,122.48,2022-04-17,5.33,49813,1496
263,Organic,End of Year Push,177.83,2022-04-17,11.11,33569,605
264,Meta Ads,Partner Referral,274.13,2022-04-17,11.92,47852,673
265,Meta Ads,Product Launch,301.13,2022-04-18,14.34,23281,171
266,Referral,Retargeting Wave,135.89,2022-04-19,7.55,26384,698
267,Google Ads,Partner Referral,308.33,2022-04-19,16.23,44866,615
268,Organic,Product Launch,155.88,2022-04-19,6.5,7247,964
269,Email,Cold Outbound,76.29,2022-04-20,4.02,728,1809
270,Direct,Retargeting Wave,104.04,2022-04-20,5.78,9175,1595
271,Organic,Product Launch,131.15,2022-04-22,6.56,40572,512
272,Organic,Partner Referral,127.5,2022-04-22,7.97,23130,401
273,Direct,Cold Outbound,137.12,2022-04-22,9.14,16328,70
274,LinkedIn,Brand Awareness Q1,700.51,2022-04-23,31.84,49880,1637
275,Referral,Brand Awareness Q1,134.29,2022-04-24,6.71,15383,736
276,Organic,Product Launch,150.9,2022-04-24,12.58,18310,1002
277,Google Ads,Summer Growth,316.58,2022-04-25,26.38,22952,1500
278,Meta Ads,Brand Awareness Q1,247.51,2022-04-25,27.5,47693,1685
279,Google Ads,End of Year Push,374.13,2022-04-26,18.71,47904,1942
280,Referral,End of Year Push,122.03,2022-04-27,8.72,9413,1058
281,Google Ads,Retargeting Wave,274.74,2022-04-28,22.89,10294,1141
282,Direct,Product Launch,169.72,2022-04-28,7.07,15630,1003
283,Organic,End of Year Push,167.19,2022-04-29,7.27,44682,411
284,Organic,End of Year Push,165.05,2022-04-29,15.0,2816,527
285,Referral,Brand Awareness Q1,130.22,2022-04-29,16.28,36100,1469
286,Meta Ads,End of Year Push,199.96,2022-04-29,12.5,2730,468
287,LinkedIn,End of Year Push,453.9,2022-04-30,32.42,15784,1866
288,Referral,End of Year Push,127.8,2022-05-02,5.11,18911,801
289,Google Ads,Summer Growth,362.57,2022-05-02,30.21,24096,1372
290,Meta Ads,Brand Awareness Q1,256.64,2022-05-02,16.04,30957,498
291,Google Ads,Inbound SEO,334.79,2022-05-02,30.44,31794,1994
292,Google Ads,Brand Awareness Q1,345.4,2022-05-03,17.27,19885,806
293,Referral,Retargeting Wave,104.96,2022-05-03,8.75,6782,802
294,Meta Ads,End of Year Push,277.54,2022-05-03,12.62,41179,1419
295,Organic,Inbound SEO,137.36,2022-05-04,9.81,47246,347
296,LinkedIn,Partner Referral,607.61,2022-05-04,25.32,35189,792
297,LinkedIn,Product Launch,542.08,2022-05-04,22.59,36944,487
298,LinkedIn,End of Year Push,650.26,2022-05-04,29.56,40713,1914
299,LinkedIn,End of Year Push,769.8,2022-05-05,54.99,5762,1470
300,Google Ads,Summer Growth,278.08,2022-05-05,11.59,25019,1601
301,Meta Ads,Inbound SEO,274.39,2022-05-05,14.44,5788,1444
302,LinkedIn,Inbound SEO,460.45,2022-05-06,57.56,26460,942
303,Google Ads,Partner Referral,385.84,2022-05-06,42.87,26928,1373
304,Meta Ads,Cold Outbound,318.67,2022-05-06,15.17,31369,241
305,Referral,Partner Referral,138.02,2022-05-06,9.2,9827,1195
306,Meta Ads,Summer Growth,281.38,2022-05-06,35.17,15646,1130
307,Google Ads,Cold Outbound,289.67,2022-05-06,14.48,11568,362
308,Organic,Partner Referral,141.15,2022-05-06,9.41,44868,954
309,Google Ads,Partner Referral,331.64,2022-05-07,22.11,39596,1286
310,Google Ads,Retargeting Wave,293.89,2022-05-07,36.74,13676,1189
311,Meta Ads,Retargeting Wave,224.85,2022-05-08,10.71,24243,941
312,Referral,End of Year Push,125.7,2022-05-08,12.57,31297,169
313,Meta Ads,Brand Awareness Q1,210.41,2022-05-09,17.53,48887,1795
314,Organic,Cold Outbound,159.73,2022-05-10,11.41,25414,1425
315,Google Ads,Product Launch,349.26,2022-05-10,18.38,48723,849
316,LinkedIn,Product Launch,611.42,2022-05-11,47.03,48322,468
317,Google Ads,Retargeting Wave,320.8,2022-05-11,22.91,39716,183
318,Google Ads,Summer Growth,302.63,2022-05-11,27.51,2687,1285
319,Organic,Partner Referral,152.92,2022-05-12,7.65,47685,1539
320,Organic,Product Launch,146.54,2022-05-12,6.98,20786,673
321,Direct,End of Year Push,144.73,2022-05-12,6.29,34191,781
322,LinkedIn,Retargeting Wave,670.54,2022-05-13,67.05,32241,932
323,Referral,Brand Awareness Q1,135.08,2022-05-13,9.65,32982,248
324,Direct,Inbound SEO,129.26,2022-05-14,5.17,7541,79
325,Google Ads,End of Year Push,360.2,2022-05-14,22.51,27924,941
326,Direct,Retargeting Wave,183.54,2022-05-14,7.98,14485,1460
327,Direct,Cold Outbound,123.38,2022-05-14,4.94,4232,1574
328,Referral,Inbound SEO,142.43,2022-05-14,11.87,33344,1982
329,Meta Ads,Partner Referral,272.29,2022-05-14,12.97,23094,1930
330,Email,Cold Outbound,93.19,2022-05-15,3.73,20353,1565
331,Google Ads,End of Year Push,254.49,2022-05-15,11.57,18420,552
332,Referral,Partner Referral,104.83,2022-05-16,4.37,21400,1317
333,Organic,Product Launch,122.43,2022-05-16,6.8,4285,356
334,Organic,Partner Referral,150.69,2022-05-17,9.42,26274,1692
335,LinkedIn,Retargeting Wave,673.92,2022-05-17,44.93,20040,1636
336,Referral,Partner Referral,105.08,2022-05-17,5.84,12087,279
337,Organic,Inbound SEO,126.13,2022-05-17,6.31,2609,1734
338,Organic,Brand Awareness Q1,147.11,2022-05-18,6.13,36276,142
339,Organic,Partner Referral,172.07,2022-05-18,10.12,25519,924
340,Organic,Brand Awareness Q1,137.98,2022-05-18,9.86,31756,874
341,Google Ads,Partner Referral,284.19,2022-05-19,25.84,43561,1568
342,Referral,Product Launch,109.82,2022-05-20,8.45,8088,1713
343,Google Ads,End of Year Push,397.6,2022-05-20,19.88,46293,691
344,Email,Partner Referral,93.07,2022-05-21,3.88,47093,1946
345,LinkedIn,Brand Awareness Q1,673.47,2022-05-21,74.83,20337,301
346,Google Ads,End of Year Push,336.35,2022-05-22,24.03,24932,318
347,Referral,Partner Referral,109.12,2022-05-23,13.64,7080,1718
348,Organic,Brand Awareness Q1,138.83,2022-05-23,17.35,11467,1250
349,Google Ads,End of Year Push,376.73,2022-05-23,15.7,1257,266
350,Email,Summer Growth,113.06,2022-05-24,8.7,19787,1710
351,Google Ads,Summer Growth,314.51,2022-05-24,16.55,37130,162
352,Google Ads,Summer Growth,386.29,2022-05-24,22.72,40318,1213
353,Referral,Partner Referral,88.12,2022-05-25,4.64,2871,1846
354,Google Ads,Summer Growth,259.33,2022-05-25,17.29,38274,893
355,Meta Ads,Partner Referral,191.41,2022-05-25,8.32,5533,1039
356,Organic,Retargeting Wave,120.69,2022-05-25,10.06,39654,1792
357,Organic,Inbound SEO,129.78,2022-05-25,16.22,32638,1930
358,Direct,Partner Referral,110.14,2022-05-26,11.01,10572,1260
359,Organic,Summer Growth,168.77,2022-05-27,12.06,18813,1230
360,Google Ads,Brand Awareness Q1,393.88,2022-05-28,24.62,3209,1413
361,Organic,End of Year Push,179.52,2022-05-28,7.81,44816,199
362,Direct,Inbound SEO,147.12,2022-05-28,6.13,36916,764
363,Google Ads,Retargeting Wave,354.62,2022-05-28,14.18,952,845
364,Google Ads,Product Launch,250.93,2022-05-28,11.95,49039,318
365,LinkedIn,Brand Awareness Q1,677.38,2022-05-28,33.87,39291,1750
366,Google Ads,Inbound SEO,251.75,2022-05-30,10.95,44656,241
367,Organic,Partner Referral,127.07,2022-05-30,14.12,42654,179
368,Meta Ads,Product Launch,305.89,2022-05-30,20.39,45034,1308
369,Referral,End of Year Push,144.83,2022-05-30,16.09,12434,714
370,Google Ads,Cold Outbound,379.97,2022-05-30,31.66,4403,928
371,Referral,Retargeting Wave,95.48,2022-05-31,5.3,39823,931
372,Meta Ads,Summer Growth,276.25,2022-06-01,34.53,38686,1491
373,Google Ads,Partner Referral,257.24,2022-06-01,10.29,3672,640
374,Google Ads,Summer Growth,295.0,2022-06-01,29.5,9739,1595
375,Organic,Partner Referral,133.03,2022-06-01,16.63,34504,300
376,Google Ads,Summer Growth,283.85,2022-06-01,11.35,1373,568
377,Google Ads,Partner Referral,367.4,2022-06-01,40.82,35962,1486
378,Organic,Summer Growth,156.67,2022-06-01,9.79,2999,1697
379,Referral,Retargeting Wave,138.85,2022-06-01,6.61,37457,716
380,Google Ads,Inbound SEO,330.57,2022-06-01,41.32,26972,73
381,Meta Ads,Inbound SEO,293.62,2022-06-02,12.23,2776,897
382,Referral,Cold Outbound,128.46,2022-06-02,8.03,22813,865
383,Google Ads,Inbound SEO,329.2,2022-06-02,36.58,32423,578
384,Organic,Summer Growth,178.97,2022-06-02,10.53,9876,1412
385,LinkedIn,Inbound SEO,455.63,2022-06-02,20.71,43133,957
386,Direct,End of Year Push,117.91,2022-06-02,4.72,19351,980
387,Google Ads,Summer Growth,302.49,2022-06-03,15.92,13295,141
388,Organic,Retargeting Wave,176.29,2022-06-03,7.66,9608,1124
389,Email,Cold Outbound,84.05,2022-06-03,4.94,44559,1508
390,Google Ads,Brand Awareness Q1,323.0,2022-06-03,26.92,45482,843
