usage_id,customer_id,week_start,plan,sessions,active_users,api_calls,storage_used_gb,pre_churn_flag
209,104,2022-12-02,Pro,36,11,3253,19.39,0
210,104,2024-12-04,Business,54,36,3376,79.49,0
211,104,2024-12-11,Business,112,38,16697,99.98,0
212,104,2024-12-18,Business,121,19,12118,85.6,0
213,104,2024-12-25,Business,55,29,16904,55.6,0
214,107,2022-06-06,Pro,21,9,2009,9.94,0
215,107,2022-06-13,Pro,18,6,2226,15.36,0
216,107,2022-06-20,Pro,31,9,554,13.95,0
217,107,2022-06-27,Pro,50,5,1775,4.54,0
218,107,2022-07-04,Pro,63,14,2594,8.4,0
219,107,2022-08-06,Business,90,28,12112,26.88,0
220,107,2022-08-13,Business,45,41,11141,82.77,0
221,107,2022-08-20,Business,67,25,11156,58.09,0
222,107,2022-08-27,Business,78,33,8577,92.97,0
223,107,2022-09-03,Business,77,21,14104,19.24,0
224,107,2023-03-06,Enterprise,151,106,30615,120.17,0
225,107,2023-03-13,Enterprise,426,120,16477,127.04,0
226,107,2023-03-20,Enterprise,394,70,10465,351.05,0
227,107,2023-03-27,Enterprise,237,197,58904,361.9,0
228,107,2023-04-03,Enterprise,242,42,27806,146.9,0
229,107,2024-12-06,Business,163,28,2660,68.49,0
230,107,2024-12-13,Business,70,12,14417,92.8,0
231,107,2024-12-20,Business,157,10,10880,88.91,0
232,107,2024-12-27,Business,68,31,7383,93.49,0
233,110,2024-04-06,Business,41,39,16825,86.51,0
234,110,2024-04-13,Business,47,39,16229,72.16,0
235,110,2024-04-20,Business,40,32,4706,31.64,0
236,110,2024-04-27,Business,50,45,11337,88.21,0
237,110,2024-05-04,Business,50,28,14850,11.23,0
238,110,2024-12-06,Pro,17,3,2061,16.94,0
239,110,2024-12-13,Pro,42,5,4120,3.46,0
240,110,2024-12-20,Pro,16,5,2897,17.46,0
241,110,2024-12-27,Pro,45,11,1435,8.23,0
242,112,2024-06-07,Enterprise,108,99,66579,341.71,0
243,112,2024-06-14,Enterprise,146,210,59064,114.6,0
244,112,2024-06-21,Enterprise,486,149,100872,477.74,0
245,112,2024-06-28,Enterprise,472,134,82662,234.2,0
246,112,2024-07-05,Enterprise,179,153,107483,186.2,0
247,112,2024-12-07,Business,44,19,2355,67.79,0
248,112,2024-12-14,Business,43,38,14926,91.79,0
249,112,2024-12-21,Business,69,40,16146,48.8,0
250,112,2024-12-28,Business,77,20,19597,102.96,0
251,115,2023-05-08,Business,130,25,21206,63.74,0
252,115,2023-05-15,Business,115,17,14132,23.82,0
253,115,2023-05-22,Business,73,16,11981,69.02,0
254,115,2023-05-29,Business,51,25,16111,29.91,0
255,115,2023-06-05,Business,103,41,14276,75.39,0
256,115,2024-12-08,Enterprise,141,146,73714,479.79,0
257,115,2024-12-15,Enterprise,205,59,25679,254.1,0
258,115,2024-12-22,Enterprise,104,50,22822,404.48,0
259,115,2024-12-29,Enterprise,70,156,64007,190.44,0
260,116,2024-12-08,Pro,21,3,1260,14.21,0
261,116,2024-12-15,Pro,42,9,2793,9.22,0
262,116,2024-12-22,Pro,15,3,2936,12.74,0
263,116,2024-12-29,Pro,12,4,1684,8.36,0
264,118,2022-10-09,Pro,35,4,4227,2.49,0
265,118,2022-10-16,Pro,41,3,3644,7.1,0
266,118,2022-10-23,Pro,32,10,709,12.92,0
267,118,2022-10-30,Pro,12,3,4033,7.27,0
268,118,2022-11-06,Pro,18,11,1809,7.29,0
269,118,2023-02-09,Business,45,15,1247,89.78,1
270,118,2023-02-16,Business,40,8,3210,66.27,1
271,118,2023-02-23,Business,17,8,3648,25.16,1
272,118,2023-03-02,Business,23,8,493,91.53,1
273,118,2023-03-09,Business,68,43,3371,85.28,0
274,123,2022-06-09,Starter,8,1,171,3.07,1
275,123,2022-06-16,Starter,6,2,87,3.4,1
276,123,2022-06-23,Starter,5,1,200,2.24,1
277,123,2022-06-30,Starter,4,1,141,4.89,1
278,123,2022-07-07,Starter,3,1,108,1.63,1
279,126,2022-08-11,Enterprise,449,138,43072,256.98,0
280,126,2022-08-18,Enterprise,405,158,99217,428.02,0
281,126,2022-08-25,Enterprise,399,105,92289,254.57,0
282,126,2022-09-01,Enterprise,218,144,83406,149.23,0
283,126,2022-09-08,Enterprise,435,75,71635,318.79,0
284,126,2024-12-11,Business,126,49,17274,34.64,0
285,126,2024-12-18,Business,115,38,14263,100.95,0
286,126,2024-12-25,Business,133,23,5595,62.41,0
287,128,2023-05-12,Pro,9,4,2021,16.34,1
288,128,2023-05-19,Pro,10,3,922,17.29,1
289,128,2023-05-26,Pro,14,5,1702,11.74,1
290,128,2023-06-02,Pro,10,1,797,2.82,1
291,128,2023-06-09,Pro,4,2,119,7.47,1
292,130,2024-03-12,Enterprise,117,93,56071,414.59,0
293,130,2024-03-19,Enterprise,412,38,43054,154.28,0
294,130,2024-03-26,Enterprise,392,139,26367,256.93,0
295,130,2024-04-02,Enterprise,196,171,63270,130.77,0
296,130,2024-04-09,Enterprise,192,49,49385,287.12,0
297,130,2024-12-12,Business,84,28,2843,77.33,0
298,130,2024-12-19,Business,162,21,10828,32.94,0
299,130,2024-12-26,Business,49,15,14649,90.6,0
300,132,2022-03-13,Starter,8,1,835,1.11,1
301,132,2022-03-20,Starter,5,2,277,2.97,1
302,132,2022-03-27,Starter,4,1,308,4.7,1
303,132,2022-04-03,Starter,2,1,265,1.22,1
304,132,2022-04-10,Starter,2,1,102,1.99,1
305,134,2022-05-14,Starter,4,4,262,2.1,0
306,134,2022-05-21,Starter,8,1,603,2.0,0
307,134,2022-05-28,Starter,5,1,328,2.85,0
308,134,2022-06-04,Starter,3,1,167,3.16,0
309,134,2022-06-11,Starter,3,1,702,1.62,0
310,134,2023-01-14,Starter,9,4,202,3.6,0
311,134,2023-01-21,Starter,4,3,351,4.69,0
312,134,2023-01-28,Starter,10,2,612,2.72,0
313,134,2023-02-04,Starter,4,4,394,0.55,0
314,134,2023-02-11,Starter,10,2,764,4.22,0
315,134,2023-02-18,Starter,13,4,139,3.98,0
316,134,2023-02-25,Starter,7,1,684,1.17,0
317,134,2023-03-04,Starter,11,1,591,3.76,0
318,134,2023-03-11,Starter,12,4,380,1.91,0
319,134,2023-03-18,Starter,8,1,264,2.34,0
320,134,2023-03-25,Starter,3,2,714,1.81,0
321,134,2023-04-01,Starter,6,3,626,4.11,0
322,134,2023-04-08,Starter,9,1,180,4.79,0
323,134,2023-04-15,Starter,9,1,783,4.87,0
324,134,2023-04-22,Starter,6,4,303,2.77,0
325,134,2023-04-29,Starter,7,2,143,1.31,0
326,134,2023-05-06,Starter,7,1,886,4.3,0
327,134,2023-05-13,Starter,10,2,768,2.48,0
328,134,2023-05-20,Starter,5,3,259,3.61,0
329,134,2023-05-27,Starter,4,2,861,4.11,0
330,134,2023-06-03,Starter,5,4,739,4.62,0
331,134,2023-06-10,Starter,11,1,341,4.43,0
332,134,2023-06-17,Starter,4,2,867,3.57,0
333,134,2023-06-24,Starter,11,2,441,2.78,0
334,134,2023-07-01,Starter,4,4,563,1.22,0
335,134,2023-07-08,Starter,7,4,329,4.73,0
336,134,2023-07-15,Starter,6,2,286,0.76,0
337,134,2023-07-22,Starter,10,4,254,1.09,0
338,134,2023-07-29,Starter,10,4,862,3.85,0
339,134,2023-08-05,Starter,12,2,974,1.62,0
340,134,2023-08-12,Starter,7,2,1103,3.44,0
341,134,2023-08-19,Starter,7,2,428,2.35,0
342,134,2023-08-26,Starter,6,2,270,2.44,0
343,134,2023-09-02,Starter,10,1,1091,0.9,0
344,134,2023-09-09,Starter,9,4,1082,2.58,0
345,134,2023-09-16,Starter,5,3,974,3.08,0
346,134,2023-09-23,Starter,10,2,127,1.1,0
347,134,2023-09-30,Starter,8,1,187,1.24,0
348,134,2023-10-07,Starter,7,1,763,4.41,0
349,134,2023-10-14,Starter,3,4,840,1.55,0
350,134,2023-10-21,Starter,10,2,653,1.21,0
351,134,2023-10-28,Starter,3,1,727,4.96,0
352,134,2023-11-04,Starter,8,4,936,1.84,0
353,134,2023-11-11,Starter,10,3,752,3.23,0
354,134,2023-11-18,Starter,7,1,121,3.65,0
355,134,2023-11-25,Starter,8,1,346,2.58,0
356,134,2023-12-02,Starter,9,2,205,1.07,0
357,134,2023-12-09,Starter,12,1,134,1.21,0
358,134,2023-12-16,Starter,3,2,406,2.2,0
359,134,2023-12-23,Starter,8,1,568,2.14,0
360,134,2023-12-30,Starter,7,3,642,2.02,0
361,134,2024-01-06,Starter,9,3,935,1.67,0
362,134,2024-01-13,Starter,8,3,771,3.78,0
363,134,2024-01-20,Starter,3,1,557,4.11,0
364,134,2024-01-27,Starter,9,1,641,3.35,0
365,134,2024-02-03,Starter,4,3,390,1.5,0
366,134,2024-02-10,Starter,3,4,771,3.58,0
367,134,2024-02-17,Starter,6,3,813,0.83,0
368,134,2024-02-24,Starter,10,1,443,3.88,0
369,134,2024-03-02,Starter,9,5,489,1.13,0
370,134,2024-03-09,Starter,4,2,747,1.82,0
371,134,2024-03-16,Starter,3,2,674,1.56,0
372,134,2024-03-23,Starter,9,5,199,3.54,0
373,134,2024-03-30,Starter,13,3,242,2.95,0
374,134,2024-04-06,Starter,6,4,253,2.54,0
375,134,2024-04-13,Starter,4,2,1064,3.33,0
376,134,2024-04-20,Starter,11,2,312,3.9,0
377,134,2024-04-27,Starter,10,1,842,1.35,0
378,134,2024-05-04,Starter,10,1,309,1.22,0
379,134,2024-05-11,Starter,12,5,734,1.49,0
380,134,2024-05-18,Starter,12,1,583,3.9,0
381,134,2024-05-25,Starter,10,1,269,1.56,0
382,134,2024-06-01,Starter,6,3,361,2.73,0
383,134,2024-06-08,Starter,4,2,615,4.72,0
384,134,2024-06-15,Starter,5,1,872,2.66,0
385,134,2024-06-22,Starter,6,2,1006,1.93,0
386,134,2024-06-29,Starter,8,4,839,3.16,0
387,134,2024-07-06,Starter,6,4,517,5.02,0
388,134,2024-07-13,Starter,5,5,671,3.56,0
389,134,2024-07-20,Starter,6,4,316,1.81,0
390,134,2024-07-27,Starter,7,1,229,2.56,0
391,134,2024-08-03,Starter,10,3,607,4.37,0
392,134,2024-08-10,Starter,7,1,597,2.72,0
393,134,2024-08-17,Starter,8,4,411,0.72,0
394,134,2024-08-24,Starter,13,1,181,1.74,0
395,134,2024-08-31,Starter,6,5,240,2.24,0
396,134,2024-09-07,Starter,12,2,909,1.15,0
397,134,2024-09-14,Starter,11,3,221,3.8,0
398,134,2024-09-21,Starter,4,1,210,1.27,0
399,134,2024-09-28,Starter,9,3,317,2.03,0
400,134,2024-10-05,Starter,3,4,771,0.54,0
401,134,2024-10-12,Starter,8,3,659,2.93,0
402,134,2024-10-19,Starter,5,4,590,1.59,0
403,134,2024-10-26,Starter,7,3,566,1.25,0
404,134,2024-11-02,Starter,12,3,576,2.66,0
405,134,2024-11-09,Starter,3,2,597,2.52,0
406,134,2024-11-16,Starter,8,1,331,2.86,0
407,134,2024-11-23,Starter,6,3,135,1.29,0
408,134,2024-11-30,Starter,12,1,870,5.01,0
409,134,2024-12-07,Starter,5,4,579,2.19,0
410,134,2024-12-14,Starter,3,3,254,2.89,0
411,134,2024-12-21,Starter,4,3,490,1.61,0
412,134,2024-12-28,Starter,11,1,546,1.18,0
413,136,2022-10-15,Enterprise,198,49,28557,53.73,1
414,136,2022-10-22,Enterprise,104,75,36292,85.71,1
415,136,2022-10-29,Enterprise,26,75,28373,76.8,1
416,136,2022-11-05,Enterprise,61,21,4877,266.06,1
417,136,2022-11-12,Enterprise,67,15,8131,381.76,1
418,139,2024-08-16,Starter,8,1,358,4.92,0
419,139,2024-08-23,Starter,11,2,100,1.73,0
420,139,2024-08-30,Starter,10,4,596,1.37,0
421,139,2024-09-06,Starter,8,1,281,4.13,0
422,139,2024-09-13,Starter,17,3,708,3.03,0
423,139,2024-12-16,Pro,13,10,4860,12.01,0
424,139,2024-12-23,Pro,58,14,2690,6.43,0
425,139,2024-12-30,Pro,43,5,2096,18.29,0
426,142,2023-02-18,Starter,2,2,293,2.29,1
427,142,2023-02-25,Starter,2,1,529,0.63,1
428,142,2023-03-04,Starter,2,1,210,0.52,1
429,142,2023-03-11,Starter,1,1,181,4.0,1
430,142,2023-03-18,Starter,10,1,279,3.05,0
431,143,2022-11-18,Pro,53,14,2200,4.1,0
432,143,2022-11-25,Pro,41,12,3326,19.45,0
433,143,2022-12-02,Pro,48,6,2675,12.2,0
434,143,2022-12-09,Pro,53,5,4516,8.39,0
435,143,2022-12-16,Pro,54,5,4175,17.51,0
436,143,2023-02-18,Business,40,24,17297,88.17,0
437,143,2023-02-25,Business,99,43,12100,97.44,0
438,143,2023-03-04,Business,89,31,5605,52.52,0
439,143,2023-03-11,Business,66,44,9924,15.84,0
440,143,2023-03-18,Business,54,31,12878,17.48,0
441,143,2024-12-18,Pro,26,12,2238,16.91,0
442,143,2024-12-25,Pro,40,7,3920,14.85,0
443,151,2022-08-21,Enterprise,113,51,50590,91.66,1
444,151,2022-08-28,Enterprise,165,55,28240,298.56,1
445,151,2022-09-04,Enterprise,102,67,33223,488.96,1
446,151,2022-09-11,Enterprise,63,22,6148,371.01,1
447,151,2022-09-18,Enterprise,43,34,6789,265.78,1
448,155,2024-12-23,Enterprise,118,95,110939,275.13,0
449,155,2024-12-30,Enterprise,389,114,67698,73.23,0
450,157,2024-12-25,Enterprise,128,77,39083,473.37,0
451,159,2022-03-25,Pro,30,4,917,2.38,0
452,159,2022-04-01,Pro,64,11,3416,3.96,0
453,159,2022-04-08,Pro,44,12,1865,5.75,0
454,159,2022-04-15,Pro,54,14,3793,12.67,0
455,159,2022-04-22,Pro,30,3,1267,8.76,0
456,159,2023-02-25,Starter,5,2,81,3.5,1
457,159,2023-03-04,Starter,4,2,191,2.35,1
458,159,2023-03-11,Starter,3,1,62,3.93,1
459,159,2023-03-18,Starter,2,1,190,1.89,1
460,159,2023-03-25,Starter,8,4,697,2.86,0
461,161,2024-12-27,Business,140,11,2792,62.46,0
462,163,2022-08-27,Starter,6,2,580,2.22,1
463,163,2022-09-03,Starter,6,2,226,4.73,1
464,163,2022-09-10,Starter,3,1,234,3.79,1
465,163,2022-09-17,Starter,1,1,66,2.63,1
466,163,2022-09-24,Starter,1,1,31,3.3,1
467,170,2024-12-01,Business,64,15,6854,25.21,0
468,170,2024-12-08,Business,48,29,11573,74.98,0
469,170,2024-12-15,Business,45,30,13148,30.61,0
470,170,2024-12-22,Business,83,28,5920,73.19,0
471,170,2024-12-29,Business,53,12,12504,62.98,0
472,175,2024-12-02,Enterprise,525,49,38578,174.21,0
473,175,2024-12-09,Enterprise,524,90,61088,168.73,0
474,175,2024-12-16,Enterprise,294,190,91328,253.02,0
475,175,2024-12-23,Enterprise,245,208,52428,251.83,0
476,175,2024-12-30,Enterprise,361,152,29570,443.13,0
477,176,2022-04-02,Business,31,11,6020,29.03,1
478,176,2022-04-09,Business,19,13,5693,87.71,1
479,176,2022-04-16,Business,16,5,5123,14.72,1
480,176,2022-04-23,Business,8,9,1538,98.23,1
481,176,2022-04-30,Business,19,9,519,44.2,1
482,181,2022-11-03,Starter,4,3,364,4.6,1
483,181,2022-11-10,Starter,4,2,276,2.55,1
484,181,2022-11-17,Starter,2,1,61,4.44,1
485,181,2022-11-24,Starter,3,1,45,4.62,1
486,181,2022-12-01,Starter,1,1,33,4.45,1
487,183,2022-06-05,Starter,8,2,532,1.84,1
488,183,2022-06-12,Starter,5,2,477,2.56,1
489,183,2022-06-19,Starter,3,1,240,0.72,1
490,183,2022-06-26,Starter,1,1,51,1.42,1
491,183,2022-07-03,Starter,0,1,43,2.9,1
492,188,2022-11-06,Enterprise,161,113,62276,298.89,0
493,188,2022-11-13,Enterprise,160,57,57360,181.72,0
494,188,2022-11-20,Enterprise,209,142,47649,51.02,0
495,188,2022-11-27,Enterprise,70,157,104846,149.04,0
496,188,2022-12-04,Enterprise,187,89,25149,378.34,0
497,188,2024-12-06,Business,61,17,2000,94.72,0
498,188,2024-12-13,Business,69,26,10328,21.66,0
499,188,2024-12-20,Business,63,18,15802,79.69,0
500,188,2024-12-27,Business,114,41,3019,81.58,0
501,189,2022-07-06,Starter,10,2,73,2.93,1
502,189,2022-07-13,Starter,5,2,338,2.7,1
